customer_id,tenure_months,recent_transactions,recent_spend,digital_engagement,months_since_last_purchase,annual_fee,customer_value,retention_offer,retained_next_period
C1799,34,4,119.27,0.8471,0.47,0,135.42,1,0
C1800,38,9,270.67,0.7006,4.02,0,256.54,0,1
C1801,37,3,203.83,0.2961,1.22,0,203.06,0,1
C1802,38,11,158.98,0.2634,9.49,0,167.18,1,0
C1803,9,3,198.27,0.0802,4.96,0,198.62,1,0
C1804,42,2,95.94,0.3489,1.23,0,116.75,1,0
C1805,41,6,18.7,0.3981,2.25,0,54.96,0,0
C1806,41,9,101.46,0.9042,2.11,0,121.17,1,1
C1807,5,6,209.8,0.7431,8.7,0,207.84,0,0
C1808,27,3,156.42,0.4792,10.94,50,190.14,0,0
C1809,25,9,139.05,0.1349,0.47,95,198.74,1,1
C1810,6,8,82.17,0.6562,3.41,0,105.74,0,0
C1811,14,11,6.47,0.936,0.97,0,45.18,1,1
C1812,27,4,263.99,0.078,1.77,95,298.69,1,0
C1813,45,9,133.37,0.8486,1.06,50,171.7,0,1
C1814,15,5,115.64,0.1801,3.6,95,180.01,0,0
C1815,50,11,96.27,0.7013,0.37,50,142.02,1,1
C1816,33,7,250.36,0.1839,2.37,50,265.29,1,1
C1817,46,3,220.51,0.6,5.38,0,216.41,1,0
C1818,29,8,72.62,0.2376,1.36,0,98.1,0,1
C1819,30,4,243.16,0.5417,4.69,50,259.53,1,1
C1820,38,5,138.39,0.6002,2.41,50,175.71,1,1
C1821,56,10,101.16,0.6185,6.77,50,145.93,0,1
C1822,30,8,126.51,0.6828,0.96,95,188.71,0,1
C1823,32,7,87.34,0.069,2.78,0,109.87,1,0
C1824,37,2,44.33,0.7034,0.62,0,75.46,0,0
C1825,45,6,212.09,0.1546,10.37,95,257.17,0,0
C1826,5,4,132.34,0.677,0.6,95,193.37,1,0
C1827,31,7,199.38,0.124,0.36,95,247.0,0,0
C1828,29,5,172.98,0.4794,0.6,50,203.38,1,1
C1829,55,10,193.88,0.3868,2.3,95,242.6,1,1
C1830,30,8,13.68,0.9673,5.41,0,50.94,1,1
C1831,29,6,80.66,0.6308,5.11,0,104.53,0,0
C1832,58,6,195.55,0.0882,4.49,0,196.44,0,1
C1833,28,6,48.01,0.7009,4.63,0,78.41,1,0
C1834,12,5,179.85,0.1941,2.49,95,231.38,1,0
C1835,14,9,38.74,0.2862,0.56,0,70.99,0,0
C1836,7,10,151.32,0.3784,8.75,50,186.06,0,0
C1837,1,6,278.8,0.7762,7.5,0,263.04,1,0
C1838,26,3,211.97,0.9441,0.82,50,234.58,0,1
C1839,46,2,1.94,0.9243,3.72,0,41.55,1,0
C1840,44,6,217.87,0.1707,1.58,50,239.3,1,1
C1841,3,8,295.78,0.0604,3.02,0,276.62,0,0
C1842,35,8,373.76,0.8285,4.84,0,339.01,1,1
C1843,10,4,188.01,0.2882,0.3,0,190.41,1,1
C1844,57,4,40.85,0.5828,12.65,50,97.68,1,0
C1845,11,8,184.77,0.9786,2.69,50,212.82,1,1
C1846,38,5,277.68,0.1864,0.34,95,309.64,0,1
C1847,20,2,135.03,0.3749,3.81,95,195.52,1,0
C1848,39,10,233.45,0.8676,5.43,0,226.76,0,1
C1849,25,3,82.83,0.65,12.78,0,106.26,0,0
C1850,46,9,179.79,0.9376,0.69,0,183.83,1,1
C1851,15,4,49.17,0.6317,0.5,0,79.34,0,0
C1852,54,4,73.97,0.3036,3.78,0,99.18,1,0
C1853,31,5,149.51,0.8051,1.63,95,207.11,0,0
C1854,46,5,120.93,0.7593,1.11,95,184.24,0,1
C1855,51,7,45.95,0.9336,2.86,0,76.76,1,1
C1856,60,6,110.03,0.4762,1.11,50,153.02,0,0
C1857,14,5,176.37,0.5028,2.32,95,228.6,0,0
C1858,18,6,143.1,0.3238,1.46,0,154.48,0,0
C1859,16,3,154.88,0.2688,0.18,95,211.4,1,0
C1860,17,9,208.56,0.9965,2.1,95,254.35,1,1
C1861,35,5,122.55,0.9773,8.07,95,185.54,1,0
C1862,60,11,258.73,0.5296,0.73,50,271.98,1,1
C1863,59,5,70.86,0.9551,2.67,0,96.69,1,1
C1864,32,11,304.24,0.3562,0.93,0,283.39,0,1
C1865,39,7,239.04,0.85,0.78,95,278.73,0,1
C1866,52,4,121.52,0.6349,2.27,0,137.22,1,0
C1867,56,6,126.85,0.7171,0.46,0,141.48,0,1
C1868,13,6,166.54,0.7182,0.94,0,173.23,1,0
C1869,32,12,197.89,0.6358,6.8,0,198.31,0,1
C1870,50,2,237.56,0.8523,0.58,0,230.05,1,1
C1871,19,6,42.75,0.392,0.52,95,121.7,0,1
C1872,27,9,185.0,0.8492,10.08,50,213.0,1,1
C1873,59,10,19.32,0.1834,14.74,0,55.46,1,0
C1874,59,6,135.82,0.2,2.96,0,148.66,0,1
C1875,54,8,266.31,0.7173,0.25,50,278.05,0,1
C1876,48,6,36.59,0.7501,1.41,50,94.27,1,1
C1877,17,7,22.06,0.9023,2.64,95,105.15,0,0
C1878,20,8,167.66,0.2747,3.59,95,221.63,0,0
C1879,33,7,260.99,0.0561,2.45,0,248.79,1,1
C1880,34,4,176.03,0.5075,1.31,95,228.32,0,1
C1881,31,7,2.37,0.8753,2.14,50,66.9,0,1
C1882,39,6,15.35,0.9715,3.81,50,77.28,0,1
C1883,25,5,157.82,0.8578,0.25,50,191.26,0,1
C1884,45,6,55.66,0.49,1.63,0,84.53,1,1
C1885,21,5,160.93,0.8634,2.32,0,168.74,0,0
C1886,21,8,165.68,0.214,0.06,50,197.54,0,1
C1887,9,5,110.82,0.9212,0.28,0,128.66,1,0
C1888,12,5,295.18,0.5668,0.07,50,301.14,1,1
C1889,51,5,197.24,0.3894,6.62,0,197.79,0,0
C1890,27,8,246.93,0.5816,1.52,50,262.54,1,1
C1891,14,3,223.65,0.784,0.54,95,266.42,1,0
C1892,46,6,137.99,0.2401,2.2,0,150.39,0,1
C1893,34,4,134.44,0.1019,2.23,0,147.55,0,0
C1894,2,9,126.19,0.7331,0.68,50,165.95,1,1
C1895,20,5,204.49,0.9525,1.73,0,203.59,0,0
C1896,11,7,97.97,0.637,4.63,0,118.38,0,0
C1897,40,7,288.0,0.1426,2.57,50,295.4,1,1
C1898,17,11,90.33,0.6434,5.03,0,112.26,0,1
C1899,5,4,167.16,0.1166,2.41,50,198.73,0,0
C1900,4,3,131.67,0.3035,0.84,0,145.34,0,0
C1901,35,4,113.94,0.0316,3.04,0,131.15,1,0
C1902,2,4,323.79,0.4875,5.5,0,299.03,1,1
C1903,51,2,114.88,0.3214,0.47,95,179.4,0,1
C1904,10,3,125.62,0.0975,1.29,50,165.5,0,0
C1905,37,11,96.87,0.309,3.04,0,117.5,1,1
C1906,27,6,153.28,0.6476,3.24,0,162.62,1,1
C1907,27,5,141.9,0.2891,2.93,50,178.52,1,0
C1908,5,3,60.46,0.1431,0.85,50,113.37,0,0
C1909,48,7,116.05,0.5448,15.02,0,132.84,0,0
C1910,54,7,198.77,0.7532,2.65,0,199.02,0,1
C1911,2,5,232.16,0.8301,9.17,0,225.73,1,0
C1912,12,5,151.92,0.4721,2.44,50,186.54,1,1
C1913,54,2,154.72,0.7111,0.13,95,211.28,0,1
C1914,33,2,121.12,0.8333,4.4,50,161.9,1,0
C1915,10,7,109.8,0.6729,1.32,50,152.84,1,0
C1916,13,6,76.43,0.5273,6.45,0,101.14,1,0
C1917,40,5,25.47,0.0599,1.48,50,85.38,0,0
C1918,44,11,93.8,0.29,1.12,50,140.04,0,1
C1919,36,6,222.32,0.3198,0.36,0,217.86,1,1
C1920,57,5,116.05,0.395,1.29,95,180.34,0,1
C1921,30,5,122.32,0.9509,2.02,0,137.86,0,0
C1922,19,6,120.76,0.2089,0.72,50,161.61,0,1
C1923,29,7,249.58,0.5416,0.83,50,264.66,1,1
C1924,22,6,75.73,0.9912,5.28,95,148.08,0,1
C1925,14,8,172.16,0.6188,4.94,0,177.73,1,1
C1926,4,2,144.52,0.2089,0.44,95,203.12,1,0
C1927,22,3,155.43,0.9602,0.25,0,164.34,1,0
C1928,43,8,169.55,0.3363,0.05,0,175.64,1,1
C1929,2,8,154.57,0.0479,3.73,95,211.16,1,1
C1930,27,9,213.44,0.4314,1.52,0,210.75,1,1
C1931,39,9,147.66,0.2407,1.45,50,183.13,1,1
C1932,37,3,289.55,0.8189,2.39,0,271.64,1,1
C1933,47,3,153.56,0.22,5.28,95,210.35,1,1
C1934,49,7,13.72,0.8199,0.54,50,75.98,0,1
C1935,43,3,201.06,0.0362,1.65,0,200.85,1,1
C1936,7,4,181.37,0.9292,0.19,95,232.6,1,1
C1937,29,7,152.6,0.0422,0.89,0,162.08,1,1
C1938,37,7,129.23,0.9385,2.11,50,168.38,0,0
C1939,15,5,19.17,0.0737,1.41,50,80.34,0,0
C1940,4,7,5.75,0.8726,0.63,50,69.6,1,0
C1941,14,4,281.8,0.8313,0.6,50,290.44,1,0
C1942,28,8,103.16,0.5944,11.01,95,170.03,0,0
C1943,25,4,227.25,0.036,0.1,50,246.8,1,1
C1944,11,7,21.76,0.6211,3.11,95,104.91,1,1
C1945,50,11,66.25,0.6178,3.31,0,93.0,0,1
C1946,56,4,204.29,0.5572,1.24,0,203.43,1,1
C1947,13,6,141.8,0.6315,2.99,50,178.44,0,0
C1948,56,7,193.01,0.9681,5.87,0,194.41,0,1
C1949,2,5,148.91,0.9955,1.88,0,159.13,0,0
C1950,56,4,133.39,0.5205,3.27,50,171.71,0,0
C1951,57,2,95.6,0.0918,2.72,50,141.48,1,1
C1952,2,4,54.48,0.134,0.49,0,83.58,0,0
C1953,46,6,262.22,0.7204,0.12,0,249.78,1,1
C1954,58,6,275.38,0.982,6.89,0,260.3,1,0
C1955,54,6,66.9,0.4361,0.47,0,93.52,0,0
C1956,58,6,61.67,0.098,3.33,0,89.34,1,1
C1957,33,7,122.18,0.353,6.91,95,185.24,0,0
C1958,6,7,177.23,0.385,1.74,0,181.78,1,0
C1959,51,2,135.45,0.9966,3.75,95,195.86,1,1
C1960,37,7,189.96,0.6866,1.86,95,239.47,1,1
C1961,37,4,146.06,0.1179,3.28,0,156.85,0,0
C1962,26,12,140.83,0.3371,3.03,95,200.16,1,1
C1963,35,5,343.05,0.0486,2.15,0,314.44,1,0
C1964,10,5,107.98,0.6531,0.12,50,151.38,0,1
C1965,45,3,281.2,0.6727,5.23,95,312.46,1,0
C1966,5,5,265.75,0.0575,0.26,95,300.1,0,0
C1967,44,6,190.33,0.3355,0.27,0,192.26,0,1
C1968,51,6,4.09,0.9028,0.45,0,43.27,0,1
C1969,29,3,152.48,0.8268,1.32,0,161.98,0,1
C1970,31,6,108.82,0.5742,0.06,95,174.56,1,1
C1971,19,8,151.61,0.4846,0.1,0,161.29,0,1
C1972,58,10,64.96,0.9929,1.9,50,116.97,0,1
C1973,44,7,210.5,0.7222,8.6,0,208.4,0,0
C1974,23,5,228.8,0.9526,9.72,0,223.04,0,0
C1975,11,6,243.6,0.0716,1.55,0,234.88,1,0
C1976,14,7,119.43,0.2122,3.86,0,135.54,1,0
C1977,28,2,65.25,0.0311,3.07,50,117.2,0,0
C1978,57,2,178.13,0.8679,2.69,0,182.5,0,1
C1979,44,4,290.49,0.6942,10.44,0,272.39,0,1
C1980,14,5,155.55,0.1777,2.3,50,189.44,1,0
C1981,52,2,186.18,0.9742,4.3,0,188.94,0,1
C1982,23,10,131.21,0.9558,2.62,50,169.97,1,1
C1983,51,3,109.72,0.2246,2.55,50,152.78,1,1
C1984,15,7,202.66,0.647,4.57,50,227.13,0,0
C1985,38,5,141.51,0.6681,2.86,0,153.21,0,1
C1986,56,5,182.28,0.004,0.88,0,185.82,0,1
C1987,16,8,190.6,0.6888,2.72,95,239.98,0,1
C1988,42,6,177.8,0.2213,3.81,95,229.74,0,1
C1989,59,8,194.63,0.9013,11.73,0,195.7,1,0
C1990,10,7,81.76,0.8385,5.83,0,105.41,0,0
C1991,6,11,76.88,0.9053,2.38,0,101.5,0,0
C1992,41,4,146.59,0.7576,1.27,50,182.27,1,1
C1993,21,9,148.52,0.1649,0.13,0,158.82,1,1
C1994,5,8,108.21,0.3606,2.2,95,174.07,0,0
C1995,29,7,169.28,0.7089,0.67,0,175.42,1,1
C1996,45,3,222.66,0.3233,1.87,95,265.63,0,1
C1997,18,3,245.0,0.71,4.12,0,236.0,1,0
C1998,21,6,262.98,0.3362,5.91,0,250.38,1,0
C1999,51,5,44.82,0.1777,3.66,0,75.86,0,1
C2000,32,1,56.96,0.5182,15.87,0,85.57,0,0
